username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink
TampaElectric,2015-03-04 15:08,0,0,"We are trying to switch most Customers in the Fort King area of Dade City to other electrical sources over the next 1-2 hours.",,,,"573213323073888256",https://twitter.com/TampaElectric/status/573213323073888256
TampaElectric,2015-03-04 15:06,0,0,"We are aware of an outage in the Fort King area of Dade City impacting about 1,577 Customers and have dispatched personnel to the area.",,,,"573212936585543680",https://twitter.com/TampaElectric/status/573212936585543680
npaksoy,2015-03-04 13:27,0,1,"@TampaElectric Hope it fits!",,@TampaElectric,,"573187929117478912",https://twitter.com/npaksoy/status/573187929117478912
TampaElectric,2015-03-04 12:22,0,1,". @mcahogarth Thanks!",,@mcahogarth,,"573171614772301824",https://twitter.com/TampaElectric/status/573171614772301824
mcahogarth,2015-03-04 11:08,0,1,"@TampaElectric Wow, cool photo!",,@TampaElectric,,"573153121444225025",https://twitter.com/mcahogarth/status/573153121444225025
TampaElectric,2015-03-04 10:56,2,1,"With just inches of clearance, our new stator makes its way to Polk Power Station. #ginormous pic.twitter.com/Y2rvTuAQil",,,#ginormous,"573150059572961280",https://twitter.com/TampaElectric/status/573150059572961280
TampaElectric,2015-03-04 10:25,0,0,"Join TECO at the Temple Terrace Senior Expo. #TempleTerrace http:// icont.ac/2OI8x",,,#TempleTerrace,"573142272096784385",https://twitter.com/TampaElectric/status/573142272096784385
WorshipLdrCaleb,2015-03-04 07:16,0,1,"@DocThompsonShow All you have to do to get nuclear power is threaten the state of Israel? Get on it @TampaElectric #WhatILearnedToday",,@DocThompsonShow @TampaElectric,#WhatILearnedToday,"573094686509928448",https://twitter.com/WorshipLdrCaleb/status/573094686509928448
813Christine,2015-03-03 21:53,0,0,"@CityofTampa @TampaElectric Bayshore street lamp out at Rome, leaves @CoastBikes kiosk in total darkness.",,@CityofTampa @TampaElectric @CoastBikes,,"572953031022649344",https://twitter.com/813Christine/status/572953031022649344
TampaElectric,2015-03-03 15:10,2,1,"A little Tampa Electric trivia...we manage 421,000 poles across five counties! pic.twitter.com/CBCdnMTtuf",,,,"572851543176708096",https://twitter.com/TampaElectric/status/572851543176708096
shiversdroid,2015-03-03 14:57,0,0,"50 amp service requirement, 30 amp rated wire. Electricity is not a hobby. @Hvachacks @TampaElectric pic.twitter.com/eKZAyD49qi",,@Hvachacks @TampaElectric,,"572848410304360448",https://twitter.com/shiversdroid/status/572848410304360448
DanielleONeil_,2015-03-03 09:29,16,1,"Dear @TampaElectric , Thx for quickly restoring the power outage this morning! Much appreciated! Signed, Works from home",,@TampaElectric,,"572765831215632384",https://twitter.com/DanielleONeil_/status/572765831215632384
16StSubstation,2015-03-03 07:36,0,2,"" @TampaElectric : We have restored all customers. Found the outage to be caused by bird nest debris." Hate when birds get up in my business",,@TampaElectric,,"572737239517683712",https://twitter.com/16StSubstation/status/572737239517683712
TampaElectric,2015-03-03 07:28,3,1,"We have restored all customers in the Bullfrog Creek area. We found the outage to be caused by bird nest debris.",,,,"572735376357515264",https://twitter.com/TampaElectric/status/572735376357515264
TampaElectric,2015-03-03 07:05,2,1,"We are aware of a large outage in the Bullfrog Creek area of Wimauma. We will be working to restore the customers in the next 1-2 hours.",,,,"572729441102782464",https://twitter.com/TampaElectric/status/572729441102782464
jbentivenga,2015-03-02 19:40,0,0,"@TampaElectric do you recommend smart thermostats like Nest? Thinking of buying one.",,@TampaElectric,,"572557071998181376",https://twitter.com/jbentivenga/status/572557071998181376
ajnaadams,2015-03-01 14:29,0,0,"@TECOEnergy @TampaElectric please update me. No power. No customer service today. Nothing on your Twitter account or website. Communicate?",,@TECOEnergy @TampaElectric,,"572116388971716609",https://twitter.com/ajnaadams/status/572116388971716609
ajnaadams,2015-03-01 14:27,0,0,"@TampaElectric we need an update in the #westchase area! Live behind the target off hillsborough. Called and no answer. Need to know asap!!",,@TampaElectric,#westchase,"572115967536332800",https://twitter.com/ajnaadams/status/572115967536332800
ajnaadams,2015-03-01 14:26,0,0,"@TampaElectric what about westchase area? My power just went out!",,@TampaElectric,,"572115718487052288",https://twitter.com/ajnaadams/status/572115718487052288
ajnaadams,2015-03-01 14:26,0,0,"@TampaElectric I'm in westchase! No power! You guys working on this? Small baby in the house and it's getting HOT. Update please!!!!!",,@TampaElectric,,"572115604192284673",https://twitter.com/ajnaadams/status/572115604192284673
TampaElectric,2015-02-28 15:02,0,0,"We have temporarily dropped a circuit in the Ruskin area to safely clear up some downed wire and will be restoring most Customers.",,,,"571762318964600833",https://twitter.com/TampaElectric/status/571762318964600833
TampaElectric,2015-02-28 14:02,0,0,"We have restored power to all of the Customers in the Bradley Junction area of Polk. This outage was caused by bird nest debris.",,,,"571747221093421058",https://twitter.com/TampaElectric/status/571747221093421058
TampaElectric,2015-02-28 13:19,0,0,"We will try to switch most Customers in the Bradley Junction area of Polk over the next 1-2 hours.",,,,"571736394151948290",https://twitter.com/TampaElectric/status/571736394151948290
TampaElectric,2015-02-28 13:18,2,0,"We are aware of an outage in the Bradley Junction area of Polk County and have dispatched personnel to the area.",,,,"571736150051827712",https://twitter.com/TampaElectric/status/571736150051827712
TampaElectric,2015-02-28 12:17,5,0,"We have restored power to all of the Customers in the Countryway area of Tampa.",,,,"571720906810249216",https://twitter.com/TampaElectric/status/571720906810249216
TampaElectric,2015-02-28 12:01,0,0,"The outage in the Countryway area of Tampa is caused by bird nest debris falling into the overhead line.",,,,"571716820450873345",https://twitter.com/TampaElectric/status/571716820450873345
TampaElectric,2015-02-28 11:58,2,0,"We are aware of an outage in the Countryway area of Tampa impacting about 2,600 Customers and have dispatched personnel to the area.",,,,"571715987319484416",https://twitter.com/TampaElectric/status/571715987319484416
GeraldL_white,2015-02-27 11:28,0,0,"Join TECO as we celebrate Fiesta Day in Ybor City. #YborCity Ttampa #FiestaDay http:// icont.ac/2O8oZ via @TampaElectric",,@TampaElectric,#YborCity #FiestaDay,"571346178496995328",https://twitter.com/GeraldL_white/status/571346178496995328
FamFriendlyTB,2015-02-26 15:38,0,0,"Looking for something FREE & Educational for the family? Visit the @TampaElectric Manatee Viewing Center this... http:// fb.me/3BdFur5ni",,@TampaElectric,,"571046602040864768",https://twitter.com/FamFriendlyTB/status/571046602040864768
TampaElectric,2015-02-26 13:34,0,2,"The outage in the Avila area of Tampa was caused by failed underground cabling on Livingston Avenue.",,,,"571015369965625345",https://twitter.com/TampaElectric/status/571015369965625345
TampaElectric,2015-02-26 13:27,0,1,"We have restored power to all of the Customers in the Avila area of Tampa.",,,,"571013802940100609",https://twitter.com/TampaElectric/status/571013802940100609
TampaElectric,2015-02-26 13:09,0,0,"We are trying to switch most of the Customers in the Avila area to other electrical sources over the next 1-2 hours.",,,,"571009107714576387",https://twitter.com/TampaElectric/status/571009107714576387
TampaElectric,2015-02-26 13:07,2,0,"We are aware of an outage in the Avila area of Tampa impacting about 3k Customers and have dispatched personnel to the area.",,,,"571008734299881472",https://twitter.com/TampaElectric/status/571008734299881472
TampaElectric,2015-02-26 11:43,1,1,"It's a great day for #AFVs in #TempleTerrace ! Ribbon cutting for the first fast vehicle charger in the city http:// ow.ly/i/8NqCz",,,#AFVs #TempleTerrace,"570987604868513793",https://twitter.com/TampaElectric/status/570987604868513793
TampaElectric,2015-02-26 10:03,1,1,"Join TECO as we celebrate Fiesta Day in Ybor City. #YborCity Ttampa #FiestaDay http:// icont.ac/2O8p1",,,#YborCity #FiestaDay,"570962434850234368",https://twitter.com/TampaElectric/status/570962434850234368
TampaElectric,2015-02-26 09:35,0,1,"We have restored power to all of the Customers in the Sabal Palm area of East Tampa.",,,,"570955227526000640",https://twitter.com/TampaElectric/status/570955227526000640
sullymike2,2015-02-26 09:29,0,0,"@TampaElectric that's nuts!",,@TampaElectric,,"570953896434278400",https://twitter.com/sullymike2/status/570953896434278400
TampaElectric,2015-02-26 09:27,1,1,"The outage in the Sabal Palm area of East Tampa was caused by a squirrel.",,,,"570953366760779776",https://twitter.com/TampaElectric/status/570953366760779776
CityofTampa,2015-02-26 08:52,0,0,"@BestOfJLauther For water main breaks (or any other utility issue that is not @TampaElectric ) we direct residents to (813) 274-8811. Thanks!",,@BestOfJLauther @TampaElectric,,"570944401620512768",https://twitter.com/CityofTampa/status/570944401620512768
TampaElectric,2015-02-26 08:42,1,0,"We are aware of an outage in the Sabal Palm area of East Tampa and have dispatched personnel to try to switch most Customers within 1-2 hrs.",,,,"570942014503686144",https://twitter.com/TampaElectric/status/570942014503686144
TampaElectric,2015-02-26 07:22,0,1,". @johnoie Cause still under investigation. Follow us on Twitter or like us on Facebook. We often post the cause there.",,@johnoie,,"570921750122381313",https://twitter.com/TampaElectric/status/570921750122381313
JustinRPro,2015-02-25 18:00,0,0,"The outage was horrible! I had to talk to my neighbors! RT @TampaElectric : Power restored to the 1453 Customers in the University area.",,@TampaElectric,,"570720103341420546",https://twitter.com/JustinRPro/status/570720103341420546
TampaElectric,2015-02-25 17:08,1,0,"We have restored power to the remaining 1453 Customers in the University area of Tampa. The cause of this outage has not yet been determined",,,,"570706804646260736",https://twitter.com/TampaElectric/status/570706804646260736
TampaElectric,2015-02-25 17:03,3,0,"We have restored power to another 786 Customers in the University area of Tampa and working on the remaining 1,453 Customers.",,,,"570705686922969091",https://twitter.com/TampaElectric/status/570705686922969091
TampaElectric,2015-02-25 16:58,0,0,"We have restored power to another 1k Customers in the University area of Tampa and working on the remaining Customers.",,,,"570704470247677958",https://twitter.com/TampaElectric/status/570704470247677958
ReevesTampa,2015-02-25 16:56,2,2,"Caution-Some traffic lights out. #TampaTraffic " @TampaElectric :We are aware of an outage of 5800 customers in the University area of Tampa."",,@TampaElectric,#TampaTraffic,"570703882076037120",https://twitter.com/ReevesTampa/status/570703882076037120
TampaElectric,2015-02-25 16:55,0,0,"We have restored power to about 2,555 Customers in the University area of Tampa and working on the remaining Customers.",,,,"570703592929288192",https://twitter.com/TampaElectric/status/570703592929288192
johnoie,2015-02-25 16:37,0,0,"@TampaElectric any updates. What caused the outage?",,@TampaElectric,,"570699246112006146",https://twitter.com/johnoie/status/570699246112006146
TampaElectric,2015-02-25 15:47,6,1,"We are aware of an outage of 5800 customers in the University area of Tampa. We will be restoring most customers within the next 1-2 hours.",,,,"570686459373617152",https://twitter.com/TampaElectric/status/570686459373617152
TampaElectric,2015-02-25 08:33,2,2,"We’ll be at Temple Terrace City Hall on Thurs. at 11 a.m. to celebrate one of the area’s first DC fast chargers for electric vehicles.",,,,"570577256071995392",https://twitter.com/TampaElectric/status/570577256071995392
jenn_0324,2015-02-24 15:41,0,0,"Huge THANK YOU to @TampaElectric customer service for being so kind and courteous about a dumb mistake I made. And, they fixed it! :-)",,@TampaElectric,,"570322668240683009",https://twitter.com/jenn_0324/status/570322668240683009
Kevin53_,2015-02-24 02:58,0,1,"@8_plamison @TampaElectric @StormTeam8WFLA looks like unhealthy clouds.",,@8_plamison @TampaElectric @StormTeam8WFLA,,"570130571998961664",https://twitter.com/Kevin53_/status/570130571998961664
8_plamison,2015-02-23 22:23,1,3,". @TampaElectric . @StormTeam8WFLA TECO'S BigBend Power Plant.... Lots of clouds pic.twitter.com/NmJilX3GrM",,@TampaElectric @StormTeam8WFLA,,"570061549232119808",https://twitter.com/8_plamison/status/570061549232119808
iamthefitchick,2015-02-22 22:36,0,1,"@BahamaBreeze on of my favs here in @TampaElectric",,@BahamaBreeze @TampaElectric,,"569702255492014081",https://twitter.com/iamthefitchick/status/569702255492014081
TampaElectric,2015-02-22 13:23,1,0,"We have restored power to all of the Customers in the Winthrop area of Riverview.",,,,"569563089294770176",https://twitter.com/TampaElectric/status/569563089294770176
TampaElectric,2015-02-22 12:56,0,0,"The outage in the Winthrop area of Riverview was caused by failed overhead line equipment.",,,,"569556246417821696",https://twitter.com/TampaElectric/status/569556246417821696
BLWill323,2015-02-22 12:36,0,0,"“ @TampaElectric : The outage in Riverview is impacting about 2,410 Customers near the Winthrop area.” @_BPhil",,@TampaElectric @_BPhil,,"569551309961097218",https://twitter.com/BLWill323/status/569551309961097218
